käsite%käsitesuhde%lähikäsite
nganasani%%uralilaiset kielet
nganasani%%samojedikielet
nias%%austronesialaiset kielet
nias%%malaijilais-polynesialaiset kielet
niue%%austronesialaiset kielet
niue%%malaijilais-polynesialaiset kielet
njandža%%nigeriläis-kongolaiset kielet
nogai%%turkkilaiset kielet
nogai%%länsiturkkilaiset kielet
nootka%%wakasilaiset kielet
norja%%indoeurooppalaiset kielet
norja%%germaaniset kielet
norjan bokmål%%indoeurooppalaiset kielet
norjan bokmål%%germaaniset kielet
norjan nynorsk%%indoeurooppalaiset kielet
norjan nynorsk%%germaaniset kielet
norsunluurannikonkoro%%nigeriläis-kongolaiset kielet
norsunluurannikonkoro%%mandelaiset kielet
novial%%keinotekoiset kielet
nuubia%%nilosaharalaiset kielet
nyamwezi%%nigeriläis-kongolaiset kielet
nyankole%%nigeriläis-kongolaiset kielet
nyoro%%nigeriläis-kongolaiset kielet
nzima%%nigeriläis-kongolaiset kielet
ojibwa%%algonkin-kielet
oksitaani%%indoeurooppalaiset kielet
oksitaani%%romaaniset kielet
orija%%indoeurooppalaiset kielet
orija%%indoiranilaiset kielet
oromo%%seemiläis-haamilaiset kielet
oromo%%kuušilaiset kielet
osage%%siouxilaiset kielet
osmani%%turkkilaiset kielet
osmani%%eteläturkkilaiset kielet
osseetti%%indoeurooppalaiset kielet
osseetti%%indoiranilaiset kielet
otomikieli%%otomangelaiset kielet
paali%%indoeurooppalaiset kielet
paali%%indoiranilaiset kielet
pahlavi%%indoeurooppalaiset kielet
pahlavi%%indoiranilaiset kielet
palau%%austronesialaiset kielet
palau%%malaijilais-polynesialaiset kielet
pampanga%%austronesialaiset kielet
pampanga%%malaijilais-polynesialaiset kielet
pandžabi%%indoeurooppalaiset kielet
pandžabi%%indoiranilaiset kielet
pangasinan%%austronesialaiset kielet
pangasinan%%malaijilais-polynesialaiset kielet
papiamentu%%kreoli
paštu%%indoeurooppalaiset kielet
paštu%%indoiranilaiset kielet
perinteinen kiina%%sinotiibetiläiset kielet 
perinteinen kiina%%kiinalaiset kielet
permiläiset kielet%%uralilaiset kielet
permjakki%%uralilaiset kielet
permjakki%%permiläiset kielet
persia%%indoeurooppalaiset kielet
persia%%indoiranilaiset kielet
piitimensaame%%uralilaiset kielet
piitimensaame%%saamelaiset kielet
pohjoisfriisi%%indoeurooppalaiset kielet
pohjoisfriisi%%germaaniset kielet
pohjoisgermaaniset kielet%%indoeurooppalaiset kielet
pohjoisgermaaniset kielet%%germaaniset kielet
pohjois-ndebele%%nigeriläis-kongolaiset kielet
pohjoissaame%%uralilaiset kielet
pohjoissaame%%saamelaiset kielet
pohjoissotho%%nigeriläis-kongolaiset kielet
pohnpei%%austronesialaiset kielet
pohnpei%%malaijilais-polynesialaiset kielet
portugali%%indoeurooppalaiset kielet
portugali%%romaaniset kielet
portugalinportugali%%indoeurooppalaiset kielet
portugalinportugali%%romaaniset kielet
potawatomi%%algonkin-kielet
provensaali%%indoeurooppalaiset kielet
provensaali%%romaaniset kielet
puola%%indoeurooppalaiset kielet
puola%%slaavilaiset kielet
radžastani%%indoeurooppalaiset kielet
radžastani%%indoiranilaiset kielet
ranska%%indoeurooppalaiset kielet
ranska%%romaaniset kielet
rapanui%%austronesialaiset kielet
rapanui%%malaijilais-polynesialaiset kielet
rarotonga%%austronesialaiset kielet
rarotonga%%malaijilais-polynesialaiset kielet
retoromaani%%indoeurooppalaiset kielet
retoromaani%%romaaniset kielet
romaaniset kielet%%indoeurooppalaiset kielet
romani%%indoeurooppalaiset kielet
romani%%indoiranilaiset kielet
romania%%indoeurooppalaiset kielet
romania%%romaaniset kielet
rundi%%nigeriläis-kongolaiset kielet
ruotsi%%indoeurooppalaiset kielet
ruotsi%%germaaniset kielet
rwanda%%nigeriläis-kongolaiset kielet
rwanda%%benuelais-kongolaiset kielet
saame%%uralilaiset kielet
saame%%saamelaiset kielet
saamelaiskieli%%uralilaiset kielet
saamelaiskieli%%saamelaiset kielet
saharalaiset kielet%%nilosaharalaiset
saksa%%indoeurooppalaiset kielet
saksa%%germaaniset kielet
samarianaramea%%seemiläis-haamilaiset kielet
samarianaramea%%seemiläiset kielet
samoa%%austronesialaiset kielet
samoa%%malaijilais-polynesialaiset kielet
samojedikielet%%uralilaiset kielet
sandawe%%khoisankielet
sango%%kreoli
sanskrit%%indoeurooppalaiset kielet
sanskrit%%indoiranilaiset kielet
santali%%austroaasialaiset kielet
santali%%mundakielet
sardi%%indoeurooppalaiset kielet
sardi%%romaaniset kielet
sasak%%austronesialaiset kielet
selkuppi%%uralilaiset kielet
selkuppi%%samojedikielet
seneca%%irokeesikielet
serbia%%indoeurooppalaiset kielet
serbia%%slaavilaiset kielet
serbokroaatti%%indoeurooppalaiset kielet
serbokroaatti%%slaavilaiset kielet
serer%%nigeriläis-kongolaiset kielet
serer%%atlanttiset kielet
shan%%thailaiset kielet
shan%%thaikielet
shona%%nigeriläis-kongolaiset kielet
shoshone%%uto-atsteekkilaiset kielet
sichuanin-yi%%sinotiibetiläiset kielet 
sichuanin-yi%%tiibetiläis-burmalaiset
sidamo%%afroaasialaiset kielet
sidamo%%kuušilaiset kielet
sindhi%%indoeurooppalaiset kielet
sindhi%%indoiranilaiset kielet
sinhala%%indoeurooppalaiset kielet
sinhala%%indoiranilaiset kielet
sisilia%%indoeurooppalaiset kielet
sisilia%%romaaniset kielet
skotti%%indoeurooppalaiset kielet
skotti%%germaaniset kielet
